,location,size,total_sqft,bath,price
616,BTM 2nd Stage,3,2400.0,2.0,360.0
617,BTM 2nd Stage,2,965.0,2.0,56.0
618,BTM 2nd Stage,2,1147.0,2.0,75.0
619,BTM 2nd Stage,3,1750.0,3.0,172.0
620,BTM 2nd Stage,2,1400.0,2.0,90.0
621,BTM 2nd Stage,2,1200.0,2.0,70.0
622,BTM 2nd Stage,2,1100.0,2.0,47.0
623,BTM 2nd Stage,2,930.0,2.0,46.0
625,BTM 2nd Stage,3,2500.0,3.0,345.0
626,BTM Layout,2,1150.0,2.0,63.0
627,BTM Layout,6,3300.0,6.0,165.0
628,BTM Layout,3,1450.0,2.0,81.0
629,BTM Layout,3,1776.0,2.0,75.0
630,BTM Layout,3,1458.0,3.0,79.0
631,BTM Layout,2,935.0,2.0,51.5
632,BTM Layout,2,1020.0,2.0,46.5
633,BTM Layout,3,1600.0,3.0,112.0
634,BTM Layout,3,1300.0,2.0,75.0
635,BTM Layout,3,1540.0,2.0,78.0
636,BTM Layout,1,450.0,1.0,20.0
637,BTM Layout,2,1196.0,2.0,56.81
638,BTM Layout,3,1470.0,2.0,99.0
641,Babusapalaya,3,1611.0,2.0,66.0
643,Babusapalaya,3,1675.0,3.0,75.0
644,Babusapalaya,2,1141.0,2.0,46.0
645,Babusapalaya,2,1500.0,2.0,57.0
647,Babusapalaya,2,1050.0,2.0,45.0
648,Babusapalaya,2,1141.0,2.0,45.9
650,Babusapalaya,3,1230.0,3.0,53.0
651,Babusapalaya,2,1105.0,2.0,40.0
652,Babusapalaya,3,1410.0,2.0,65.0
653,Babusapalaya,2,1450.0,2.0,55.99
654,Babusapalaya,2,1100.0,2.0,38.0
656,Babusapalaya,2,1061.0,2.0,33.84
657,Babusapalaya,2,1061.0,2.0,38.95
658,Babusapalaya,2,1061.0,2.0,34.0
659,Babusapalaya,2,1245.0,2.0,58.0
660,Badavala Nagar,3,1494.0,2.0,94.55
661,Badavala Nagar,2,1274.0,2.0,81.0
662,Badavala Nagar,3,1842.0,3.0,115.0
663,Badavala Nagar,3,1494.0,2.0,94.55
664,Badavala Nagar,2,1274.0,2.0,81.0
665,Badavala Nagar,3,1494.0,2.0,94.55
666,Badavala Nagar,3,1842.0,3.0,115.0
667,Badavala Nagar,3,1842.0,3.0,115.0
668,Badavala Nagar,3,1842.0,3.0,115.0
669,Balagere,2,1210.0,2.0,80.9
670,Balagere,2,1210.0,2.0,72.0
671,Balagere,2,1205.0,2.0,78.5
672,Balagere,1,790.5,1.0,41.9
675,Balagere,2,1020.07,2.0,68.38
676,Balagere,2,1205.47,2.0,81.0
677,Balagere,2,1007.0,2.0,65.0
679,Balagere,2,1210.0,2.0,74.0
680,Balagere,2,1210.0,2.0,83.0
681,Balagere,1,675.0,1.0,45.0
682,Balagere,1,656.0,1.0,43.0
684,Balagere,2,1012.0,2.0,64.0
685,Balagere,2,1007.0,2.0,62.0
686,Balagere,2,1007.0,2.0,67.0
687,Balagere,2,1007.0,2.0,66.0
690,Balagere,1,645.0,1.0,34.18
693,Balagere,1,790.5,1.0,42.295
694,Balagere,2,1012.0,2.0,65.0
695,Balagere,1,656.0,1.0,38.77
696,Balagere,1,645.0,1.0,39.0
697,Balagere,1,645.0,1.0,41.0
698,Balagere,2,1210.0,2.0,82.0
699,Balagere,1,656.0,1.0,34.77
700,Balagere,2,1205.0,2.0,73.87
701,Balagere,2,1012.0,2.0,70.0
702,Balagere,2,1007.0,2.0,68.0
704,Balagere,2,1205.0,2.0,79.0
705,Balagere,2,1012.0,2.0,68.0
707,Banashankari,2,1077.0,2.0,37.64
708,Banashankari,3,1470.0,2.0,88.64
709,Banashankari,3,1300.0,2.0,75.0
710,Banashankari,3,1800.0,3.0,115.0
711,Banashankari,2,1125.0,2.0,63.0
713,Banashankari,2,1310.0,2.0,80.0
714,Banashankari,3,2600.0,4.0,135.0
715,Banashankari,3,1900.0,2.0,170.0
716,Banashankari,2,1260.0,2.0,75.0
717,Banashankari,2,1170.0,2.0,46.79
719,Banashankari,3,1350.0,2.0,83.0
721,Banashankari,2,1330.0,2.0,78.0
722,Banashankari,3,1400.0,2.0,78.0
723,Banashankari,3,1700.0,3.0,125.0
724,Banashankari,2,1020.0,2.0,40.79
725,Banashankari,2,1600.0,2.0,63.98
726,Banashankari,2,1041.0,2.0,36.44
727,Banashankari,1,2400.0,1.0,200.0
728,Banashankari,2,1390.0,2.0,86.0
729,Banashankari,2,1460.0,2.0,70.0
730,Banashankari,2,1200.0,2.0,60.0
731,Banashankari,2,1290.0,2.0,80.0
732,Banashankari,3,2582.0,5.0,250.0
733,Banashankari,2,1186.0,2.0,65.0
734,Banashankari,3,1650.0,3.0,101.0
736,Banashankari,2,1181.0,2.0,75.0
737,Banashankari,2,1105.0,2.0,90.0
738,Banashankari,1,720.0,1.0,60.0
739,Banashankari,2,1040.0,2.0,45.0
740,Banashankari,2,1330.0,2.0,77.0
741,Banashankari,2,1200.0,2.0,49.0
742,Banashankari,2,1185.0,2.0,67.0
743,Banashankari,2,1000.0,2.0,50.0
744,Banashankari,3,1650.0,3.0,90.75
745,Banashankari,3,1650.0,3.0,101.0
746,Banashankari,2,1310.0,2.0,80.43
747,Banashankari,2,600.0,1.0,27.0
748,Banashankari,2,1430.0,2.0,87.8
749,Banashankari,2,1020.0,2.0,42.83
751,Banashankari,3,1540.0,3.0,80.0
752,Banashankari,2,1195.0,2.0,35.84
753,Banashankari,3,1683.0,3.0,115.0
754,Banashankari,3,1800.0,3.0,125.0
755,Banashankari,2,1175.0,2.0,41.13
756,Banashankari,3,1750.0,2.0,89.0
757,Banashankari,3,1800.0,3.0,175.0
758,Banashankari,2,1450.0,2.0,50.75
759,Banashankari,3,1770.0,3.0,108.0
760,Banashankari,3,1800.0,3.0,125.0
763,Banashankari,3,1200.0,3.0,74.52
764,Banashankari,2,1100.0,2.0,63.0
765,Banashankari,2,1020.0,2.0,40.79
766,Banashankari,2,1260.0,2.0,75.0
767,Banashankari,3,1040.0,2.0,109.0
769,Banashankari,3,1426.0,3.0,85.0
770,Banashankari Stage II,2,1700.0,2.0,150.0
771,Banashankari Stage II,4,1200.0,2.0,150.0
772,Banashankari Stage II,3,1500.0,2.0,120.0
773,Banashankari Stage II,5,2400.0,3.0,510.0
774,Banashankari Stage II,2,500.0,2.0,55.0
775,Banashankari Stage II,4,1050.0,3.0,125.0
776,Banashankari Stage II,3,1240.0,2.0,59.52
777,Banashankari Stage II,2,1250.0,2.0,110.0
778,Banashankari Stage II,3,1260.0,2.0,95.0
779,Banashankari Stage II,3,2400.0,2.0,300.0
780,Banashankari Stage II,2,1400.0,2.0,100.0
781,Banashankari Stage II,5,2800.0,3.0,425.0
782,Banashankari Stage II,3,3000.0,3.0,450.0
783,Banashankari Stage II,3,1200.0,2.0,198.0
784,Banashankari Stage II,2,1245.0,2.0,125.0
785,Banashankari Stage III,3,1305.0,2.0,58.7
786,Banashankari Stage III,2,1145.0,2.0,58.4
787,Banashankari Stage III,3,1650.0,3.0,118.0
788,Banashankari Stage III,4,2400.0,4.0,240.0
789,Banashankari Stage III,3,1350.0,2.0,68.0
791,Banashankari Stage III,3,1305.0,2.0,59.0
792,Banashankari Stage III,3,1305.0,2.0,60.0
793,Banashankari Stage III,2,1200.0,2.0,42.0
794,Banashankari Stage III,3,1305.0,2.0,59.0
795,Banashankari Stage III,3,1480.0,3.0,75.48
796,Banashankari Stage III,3,1305.0,2.0,59.0
797,Banashankari Stage III,2,1304.0,2.0,111.0
798,Banashankari Stage III,6,3000.0,6.0,150.0
799,Banashankari Stage III,2,1085.0,2.0,50.0
800,Banashankari Stage III,3,1500.0,2.0,100.0
801,Banashankari Stage III,1,1350.0,1.0,145.0
802,Banashankari Stage III,4,2100.0,3.0,147.0
803,Banashankari Stage III,3,1420.0,2.0,95.0
804,Banashankari Stage V,3,1300.0,2.0,58.5
805,Banashankari Stage V,3,1305.0,2.0,49.0
806,Banashankari Stage V,2,1035.0,2.0,35.77
807,Banashankari Stage V,3,1355.0,2.0,61.0
808,Banashankari Stage V,3,1510.0,3.0,47.57
809,Banashankari Stage V,3,1650.0,3.0,51.98
810,Banashankari Stage V,3,1630.0,3.0,51.35
811,Banashankari Stage V,3,1510.0,3.0,47.57
812,Banashankari Stage V,3,1315.0,2.0,49.0
813,Banashankari Stage V,3,1540.0,3.0,48.51
814,Banashankari Stage V,2,920.0,2.0,41.5
815,Banashankari Stage VI,2,1177.5,2.0,59.935
816,Banashankari Stage VI,4,4800.0,4.0,190.0
817,Banashankari Stage VI,4,2800.0,4.0,89.0
818,Banashankari Stage VI,4,2200.0,4.0,195.0
819,Banashankari Stage VI,2,1160.0,2.0,59.0
820,Banashankari Stage VI,2,1180.0,2.0,59.47
821,Banashankari Stage VI,3,1423.0,2.0,71.73
822,Banashankari Stage VI,3,1392.0,3.0,69.46
823,Banashankari Stage VI,3,1410.5,2.0,70.385
824,Banashankari Stage VI,4,4800.0,3.0,200.0
825,Banaswadi,2,1184.0,2.0,53.0
826,Banaswadi,2,1145.0,2.0,55.0
827,Banaswadi,2,1250.0,2.0,60.0
828,Banaswadi,2,1365.0,2.0,73.0
829,Banaswadi,5,1903.0,6.0,140.0
830,Banaswadi,2,1222.0,2.0,80.0
831,Banaswadi,2,870.0,2.0,38.0
832,Banaswadi,2,1200.0,2.0,60.0
834,Banaswadi,1,527.0,1.0,35.0
835,Banaswadi,2,1340.0,2.0,73.0
836,Banaswadi,2,1008.0,2.0,52.0
837,Banaswadi,5,2250.0,5.0,240.0
838,Banaswadi,2,1105.0,2.0,57.0
839,Banjara Layout,5,1200.0,5.0,96.0
840,Banjara Layout,2,1200.0,2.0,70.0
841,Banjara Layout,2,1050.0,2.0,64.8
842,Banjara Layout,2,753.0,3.0,59.5
843,Banjara Layout,3,900.0,3.0,79.0
844,Banjara Layout,3,2500.0,4.0,140.0
845,Banjara Layout,4,1200.0,4.0,105.0
846,Bannerghatta,4,810.0,4.0,50.0
847,Bannerghatta,4,3012.0,6.0,250.0
848,Bannerghatta,3,1665.0,3.0,110.0
849,Bannerghatta,3,2370.0,4.0,195.0
850,Bannerghatta,2,1100.0,2.0,66.0
851,Bannerghatta,2,1113.0,2.0,70.0
852,Bannerghatta,2,1200.0,2.0,73.2
853,Bannerghatta,2,1070.0,2.0,87.0
854,Bannerghatta,4,940.0,4.0,45.0
855,Bannerghatta,3,1776.0,3.0,124.0
856,Bannerghatta Road,1,500.0,1.0,18.5
857,Bannerghatta Road,2,1050.0,2.0,65.0
858,Bannerghatta Road,3,1170.0,2.0,66.0
859,Bannerghatta Road,1,595.0,1.0,33.32
860,Bannerghatta Road,3,1445.0,3.0,95.0
861,Bannerghatta Road,3,1640.0,2.0,120.0
863,Bannerghatta Road,3,1460.0,2.0,90.0
865,Bannerghatta Road,2,1179.0,2.0,66.02
866,Bannerghatta Road,2,1122.5,2.0,58.935
867,Bannerghatta Road,2,793.0,2.0,45.0
869,Bannerghatta Road,2,1400.0,2.0,78.0
871,Bannerghatta Road,2,1215.0,2.0,50.0
872,Bannerghatta Road,3,1654.0,3.0,100.0
873,Bannerghatta Road,2,1181.0,2.0,55.0
875,Bannerghatta Road,2,1200.0,2.0,75.0
877,Bannerghatta Road,1,595.0,1.0,31.83
878,Bannerghatta Road,2,1105.0,2.0,51.0
879,Bannerghatta Road,2,1255.0,2.0,65.26
881,Bannerghatta Road,3,1550.0,3.0,82.0
883,Bannerghatta Road,3,1650.0,3.0,122.0
884,Bannerghatta Road,2,912.0,2.0,55.0
885,Bannerghatta Road,2,1218.0,2.0,73.0
887,Bannerghatta Road,2,1115.0,2.0,65.12
889,Bannerghatta Road,3,1893.0,3.0,100.0
890,Bannerghatta Road,3,1600.0,3.0,95.0
891,Bannerghatta Road,2,1275.0,2.0,65.0
892,Bannerghatta Road,2,892.0,2.0,39.0
894,Bannerghatta Road,2,1260.0,2.0,70.0
896,Bannerghatta Road,2,1157.0,2.0,40.0
897,Bannerghatta Road,2,1150.0,2.0,65.0
899,Bannerghatta Road,2,1100.0,2.0,39.0
901,Bannerghatta Road,3,1725.0,3.0,110.0
902,Bannerghatta Road,6,1850.0,6.0,150.0
904,Bannerghatta Road,2,950.0,2.0,38.0
905,Bannerghatta Road,2,1220.0,2.0,80.0
906,Bannerghatta Road,2,1130.0,2.0,78.0
908,Bannerghatta Road,3,1486.0,3.0,83.22
910,Bannerghatta Road,2,1015.0,2.0,48.0
911,Bannerghatta Road,2,1115.0,2.0,61.0
912,Bannerghatta Road,2,1136.0,2.0,48.0
913,Bannerghatta Road,4,2700.0,4.0,260.0
914,Bannerghatta Road,3,1200.0,2.0,69.0
915,Bannerghatta Road,3,1465.0,2.0,76.0
916,Bannerghatta Road,2,1302.5,2.0,67.73
917,Bannerghatta Road,2,1200.0,2.0,65.0
918,Bannerghatta Road,2,1240.0,2.0,65.0
919,Bannerghatta Road,3,1476.0,3.0,125.0
921,Bannerghatta Road,3,1532.5,3.0,84.29
923,Bannerghatta Road,2,1268.0,2.0,69.0
924,Bannerghatta Road,3,1450.0,2.0,87.0
925,Bannerghatta Road,4,2932.0,5.0,195.0
928,Bannerghatta Road,2,960.0,2.0,58.0
929,Bannerghatta Road,3,1750.0,3.0,130.0
930,Bannerghatta Road,2,1275.0,2.0,73.0
932,Bannerghatta Road,2,1240.0,2.0,71.0
934,Bannerghatta Road,2,1215.0,2.0,68.0
935,Bannerghatta Road,2,1215.0,2.0,68.0
936,Bannerghatta Road,3,1894.0,3.0,115.0
938,Bannerghatta Road,3,1693.0,3.0,89.0
939,Bannerghatta Road,2,1280.0,2.0,60.16
941,Bannerghatta Road,1,630.0,1.0,35.0
942,Bannerghatta Road,2,1215.0,2.0,68.0
943,Bannerghatta Road,3,1365.0,3.0,76.18
944,Bannerghatta Road,2,1115.0,2.0,78.0
945,Bannerghatta Road,3,1532.5,3.0,79.465
947,Bannerghatta Road,3,1655.0,3.0,90.0
948,Bannerghatta Road,2,1247.0,2.0,47.39
949,Bannerghatta Road,2,1237.5,2.0,49.49
950,Bannerghatta Road,3,1650.0,3.0,94.0
951,Bannerghatta Road,2,905.0,2.0,65.0
952,Bannerghatta Road,2,1000.0,2.0,50.0
954,Bannerghatta Road,2,1012.0,2.0,45.0
956,Bannerghatta Road,3,1460.0,2.0,80.0
957,Bannerghatta Road,2,1340.0,2.0,85.0
958,Bannerghatta Road,3,1711.0,3.0,125.0
959,Bannerghatta Road,3,1520.0,2.0,81.0
960,Bannerghatta Road,3,2826.0,3.0,148.0
961,Bannerghatta Road,2,1115.0,2.0,61.0
962,Bannerghatta Road,2,1154.0,2.0,47.0
963,Bannerghatta Road,2,1000.0,2.0,44.5
964,Bannerghatta Road,2,1250.0,2.0,48.0
965,Bannerghatta Road,3,1640.0,3.0,105.0
967,Bannerghatta Road,2,1012.0,2.0,44.0
968,Bannerghatta Road,3,1527.0,3.0,115.0
971,Bannerghatta Road,3,1550.0,3.0,96.0
972,Bannerghatta Road,2,1200.0,2.0,78.0
973,Bannerghatta Road,3,1885.0,3.0,125.0
975,Bannerghatta Road,3,1450.0,2.0,78.0
976,Bannerghatta Road,1,700.0,1.0,31.2
979,Bannerghatta Road,2,905.0,2.0,58.0
981,Bannerghatta Road,3,1920.0,3.0,122.0
982,Bannerghatta Road,4,2400.0,4.0,180.0
984,Bannerghatta Road,2,1270.0,2.0,45.0
985,Bannerghatta Road,3,1520.0,2.0,80.0
986,Bannerghatta Road,3,1270.0,2.0,73.0
987,Bannerghatta Road,3,1846.0,3.0,120.0
989,Bannerghatta Road,2,1122.5,2.0,61.74
990,Bannerghatta Road,3,1655.0,3.0,95.0
991,Bannerghatta Road,2,1206.0,2.0,53.0
992,Bannerghatta Road,2,1150.0,2.0,55.0
993,Bannerghatta Road,2,1215.0,2.0,65.0
994,Bannerghatta Road,3,1510.0,2.0,110.0
995,Bannerghatta Road,2,1022.0,2.0,35.0
996,Bannerghatta Road,2,1246.0,2.0,47.35
997,Bannerghatta Road,3,1470.0,2.0,85.0
998,Bannerghatta Road,2,1160.0,2.0,45.0
999,Bannerghatta Road,2,970.0,2.0,57.0
1000,Bannerghatta Road,3,1527.0,3.0,142.0
1001,Basavangudi,4,1125.0,4.0,180.0
1003,Basavangudi,3,2337.0,4.0,292.0
1004,Basavangudi,3,2350.0,3.0,300.0
1005,Basavangudi,3,1500.0,2.0,143.0
1007,Basavangudi,1,600.0,1.0,97.5
1008,Basavangudi,3,2150.0,3.0,265.0
1009,Basavangudi,2,1036.0,2.0,105.0
1012,Basavangudi,3,2300.0,3.0,317.0
1013,Basavangudi,3,1600.0,2.0,160.0
1014,Basavangudi,2,1560.0,2.0,145.0
1015,Basavangudi,3,1825.0,3.0,175.0
1016,Basavangudi,3,1800.0,3.0,195.0
1017,Basavangudi,2,1100.0,2.0,93.0
1018,Basavangudi,1,670.0,1.0,50.0
1020,Basavangudi,2,1050.0,2.0,103.0
1021,Basavangudi,3,1350.0,2.0,130.0
1022,Basavangudi,3,1485.0,3.0,140.0
1023,Basavangudi,2,1180.0,2.0,124.0
1025,Basavangudi,2,1200.0,2.0,120.0
1027,Basavangudi,2,1230.0,2.0,80.0
1028,Basavangudi,3,2350.0,3.0,300.0
1031,Basaveshwara Nagar,5,4500.0,5.0,415.0
1032,Basaveshwara Nagar,3,1865.0,3.0,145.0
1033,Basaveshwara Nagar,7,2460.0,7.0,350.0
1034,Basaveshwara Nagar,2,1200.0,2.0,90.0
1035,Basaveshwara Nagar,5,2400.0,4.0,310.0
1036,Basaveshwara Nagar,2,1200.0,2.0,80.0
1037,Basaveshwara Nagar,2,900.0,2.0,60.0
1038,Basaveshwara Nagar,3,1900.0,3.0,150.0
1039,Basaveshwara Nagar,2,1200.0,2.0,85.0
1040,Battarahalli,2,1200.0,2.0,65.0
1041,Battarahalli,3,1779.0,3.0,89.61
1042,Battarahalli,2,1300.0,2.0,50.0
1043,Battarahalli,3,1945.0,3.0,97.42
1044,Battarahalli,3,1777.0,3.0,100.0
1045,Battarahalli,2,1135.0,2.0,43.0
1046,Battarahalli,2,1276.0,2.0,45.0
1047,Battarahalli,3,1880.0,3.0,94.36
1048,Battarahalli,2,1071.0,2.0,62.0
1049,Battarahalli,2,1165.0,2.0,43.0
1050,Battarahalli,2,1636.0,2.0,82.89
1051,Battarahalli,3,1779.0,3.0,90.0
1053,Battarahalli,2,1090.0,2.0,38.37
1054,Battarahalli,3,2082.0,3.0,104.0
1055,Battarahalli,2,1590.0,2.0,102.0
1056,Battarahalli,3,2024.0,3.0,103.0
1057,Battarahalli,2,1097.0,2.0,49.0
1059,Begur,3,1419.0,2.0,59.0
1060,Begur,3,1580.0,3.0,75.0
1061,Begur,3,1559.0,3.0,63.0
1062,Begur,3,1445.0,2.0,47.1
1063,Begur,3,1475.0,2.0,74.0
1064,Begur,3,3500.0,4.0,185.0
1065,Begur,2,1100.0,2.0,55.0
1066,Begur,2,1306.0,2.0,65.0
1067,Begur,3,1304.0,3.0,65.0
1068,Begur,3,1411.0,2.0,60.0
1069,Begur,2,815.0,2.0,40.0
1070,Begur,3,1443.0,2.0,70.0
1071,Begur Road,2,1200.0,2.0,44.0
1072,Begur Road,2,1200.0,2.0,46.8
1073,Begur Road,2,1160.0,2.0,44.0
1074,Begur Road,3,1584.0,3.0,65.0
1076,Begur Road,3,1615.0,3.0,59.76
1077,Begur Road,2,1200.0,2.0,43.2
1078,Begur Road,2,1160.0,2.0,44.08
1079,Begur Road,2,1200.0,2.0,45.0
1080,Begur Road,3,1615.0,3.0,60.0
1081,Begur Road,3,1410.0,2.0,53.0
1082,Begur Road,2,1200.0,2.0,37.8
1083,Begur Road,2,970.0,2.0,27.0
1084,Begur Road,2,1160.0,2.0,40.59
1085,Begur Road,2,1260.0,2.0,46.62
1086,Begur Road,3,1600.0,3.0,58.14
1087,Begur Road,3,1634.0,3.0,83.33
1089,Begur Road,2,1160.0,2.0,36.0
1090,Begur Road,3,1500.0,2.0,70.0
1091,Begur Road,2,1160.0,2.0,42.0
1092,Begur Road,2,1240.0,2.0,39.06
1093,Begur Road,2,1200.0,2.0,45.0
1094,Begur Road,3,1500.0,2.0,55.0
1095,Begur Road,3,1410.0,2.0,52.17
1097,Begur Road,3,1583.0,3.0,74.4
1098,Begur Road,2,1170.0,2.0,46.0
1099,Begur Road,4,2462.0,4.0,124.0
1100,Begur Road,2,1160.0,2.0,42.92
1101,Begur Road,3,1410.0,2.0,52.17
1103,Begur Road,2,1225.0,2.0,35.52
1104,Begur Road,3,1565.0,2.0,59.76
1105,Begur Road,2,1160.0,2.0,42.0
1107,Begur Road,3,1410.0,2.0,53.58
1108,Begur Road,2,1200.0,2.0,45.0
1109,Begur Road,2,1200.0,2.0,42.6
1110,Begur Road,2,1160.0,2.0,42.0
1111,Begur Road,2,1334.0,2.0,42.69
1112,Begur Road,3,1565.0,2.0,57.91
1113,Begur Road,3,1933.0,3.0,98.0
1114,Begur Road,2,1200.0,2.0,45.6
1115,Begur Road,2,1215.0,2.0,43.13
1116,Begur Road,3,1444.0,2.0,71.5
1117,Begur Road,2,1160.0,2.0,36.54
1119,Begur Road,2,1200.0,2.0,44.4
1121,Begur Road,2,1260.0,2.0,39.69
1122,Begur Road,4,2464.5,6.0,118.0
1123,Begur Road,2,1160.0,2.0,44.0
1125,Begur Road,2,952.0,2.0,42.0
1128,Begur Road,2,1200.0,2.0,42.0
1129,Begur Road,2,1240.0,2.0,45.88
1130,Begur Road,3,1200.0,3.0,50.0
1132,Begur Road,2,1200.0,2.0,44.0
1134,Begur Road,2,1100.0,2.0,42.6
1135,Begur Road,3,1565.0,2.0,57.91
1136,Begur Road,2,1200.0,2.0,44.4
1137,Begur Road,1,644.0,1.0,32.0
1138,Begur Road,4,2500.0,6.0,122.5
1139,Begur Road,2,1241.0,2.0,64.0
1140,Begur Road,2,1160.0,2.0,36.54
1141,Begur Road,2,1215.0,2.0,43.75
1142,Begur Road,2,1200.0,2.0,44.73
1143,Begur Road,2,1160.0,2.0,42.0
1144,Begur Road,3,1410.0,2.0,54.99
1145,Bellandur,3,1767.0,3.0,103.0
1146,Bellandur,2,1205.0,2.0,66.0
1147,Bellandur,2,1250.0,2.0,76.0
1148,Bellandur,2,1000.0,2.0,50.0
1149,Bellandur,2,1281.0,2.0,74.0
1150,Bellandur,2,921.0,2.0,40.0
1152,Bellandur,3,1490.0,2.0,98.0
1154,Bellandur,3,2039.0,3.0,168.0
1155,Bellandur,3,1605.0,3.0,85.0
1156,Bellandur,3,1692.0,3.0,88.0
1157,Bellandur,2,1220.0,2.0,60.0
1158,Bellandur,2,1299.0,2.0,82.0
1159,Bellandur,2,900.0,2.0,56.0
1160,Bellandur,2,1350.0,2.0,79.0
1161,Bellandur,2,1286.0,2.0,57.0
1162,Bellandur,4,3016.0,4.0,230.0
1163,Bellandur,2,1457.0,2.0,85.0
1164,Bellandur,2,1195.0,2.0,51.0
1165,Bellandur,2,1050.0,2.0,72.0
1166,Bellandur,4,3600.0,4.0,260.0
1167,Bellandur,2,1310.0,2.0,72.0
1168,Bellandur,2,924.0,2.0,35.11
1169,Bellandur,3,1785.0,3.0,118.0
1170,Bellandur,2,1051.0,2.0,60.0
1172,Bellandur,2,1060.0,2.0,65.0
1173,Bellandur,2,1100.0,2.0,62.0
1174,Bellandur,2,1550.0,2.0,59.0
1175,Bellandur,2,924.0,2.0,35.11
1177,Bellandur,3,1685.0,3.0,100.0
1178,Bellandur,2,982.0,2.0,55.0
1179,Bellandur,2,981.0,2.0,37.28
1180,Bellandur,2,1205.0,2.0,59.0
1181,Bellandur,2,1063.0,2.0,58.0
1182,Bellandur,2,1201.0,2.0,59.99
1183,Bellandur,2,1325.0,2.0,65.0
1184,Bellandur,2,1281.0,2.0,87.0
1186,Bellandur,2,1200.0,2.0,52.0
1187,Bellandur,3,1785.0,3.0,120.0
1188,Bellandur,2,1088.0,2.0,48.0
1189,Bellandur,2,1310.0,2.0,85.0
1190,Bellandur,2,982.0,2.0,37.28
1191,Bellandur,2,1465.0,3.0,90.0
1192,Bellandur,3,1767.0,3.0,109.0
1193,Bellandur,2,924.0,2.0,35.11
1194,Bellandur,4,3600.0,4.0,245.0
1195,Bellandur,2,1170.0,2.0,46.79
1196,Bellandur,2,1150.0,2.0,69.44
1197,Bellandur,2,1200.0,2.0,45.0
1199,Bellandur,2,1410.0,3.0,92.0
1200,Bellandur,2,950.0,2.0,35.0
1201,Bellandur,2,1015.0,2.0,60.0
1203,Bellandur,3,1685.0,3.0,101.0
1204,Bellandur,3,1735.0,3.0,105.0
1205,Bellandur,3,1685.0,3.0,115.0
1206,Bellandur,3,1846.0,3.0,135.0
1207,Bellandur,2,1049.0,2.0,51.0
1209,Bellandur,2,1211.0,2.0,63.0
1210,Bellandur,3,1717.0,3.0,110.0
1212,Bellandur,2,1185.0,2.0,47.39
1213,Bellandur,2,1200.0,2.0,62.0
1217,Bellandur,2,1251.0,2.0,47.0
1219,Bellandur,2,960.0,2.0,48.0
1220,Bellandur,3,1690.0,2.0,116.0
1221,Bellandur,1,950.0,1.0,40.0
1222,Bellandur,2,850.0,2.0,45.0
1223,Bellandur,2,1454.0,2.0,90.0
1225,Bellandur,2,1195.0,2.0,52.0
1226,Bellandur,3,1435.0,2.0,115.0
1228,Bellandur,2,1260.0,2.0,83.5
1229,Bellandur,3,1535.0,3.0,90.0
1230,Bellandur,2,1047.0,2.0,75.0
1231,Bellandur,2,1096.0,2.0,40.0
1232,Bellandur,2,1262.0,2.0,47.0
1233,Benson Town,3,3200.0,4.0,350.0
1234,Benson Town,4,4460.0,5.0,650.0
1235,Benson Town,3,2850.0,4.0,470.0
1236,Benson Town,2,1300.0,2.0,120.0
1237,Benson Town,2,1567.0,3.0,140.0
1238,Benson Town,4,3633.0,6.0,550.0
1239,Benson Town,2,1688.12,2.0,270.0
1240,Benson Town,3,1805.0,3.0,280.0
1241,Benson Town,2,1688.0,2.0,280.0
1242,Bharathi Nagar,2,1322.0,2.0,68.0
1243,Bharathi Nagar,2,1351.0,2.0,70.0
1244,Bharathi Nagar,2,1384.0,2.0,59.0
1245,Bharathi Nagar,2,1351.0,2.0,74.0
1246,Bharathi Nagar,2,1432.0,2.0,68.0
1248,Bharathi Nagar,2,1349.0,2.0,56.7
1249,Bharathi Nagar,2,1328.0,2.0,69.0
1250,Bharathi Nagar,2,1300.0,2.0,55.86
1251,Bhoganhalli,3,1670.0,3.0,99.0
1254,Bhoganhalli,2,1444.0,2.0,75.97
1255,Bhoganhalli,2,1447.0,2.0,75.97
1256,Bhoganhalli,3,1700.0,3.0,126.0
1257,Bhoganhalli,2,1447.0,2.0,75.97
1262,Bhoganhalli,3,1760.0,3.0,127.0
1264,Bhoganhalli,2,1447.0,2.0,75.97
1265,Bhoganhalli,3,1949.0,3.0,129.0
1266,Bhoganhalli,3,1760.0,3.0,128.0
1267,Bhoganhalli,2,1447.0,2.0,75.97
1268,Bhoganhalli,4,2439.0,4.0,185.0
1272,Bhoganhalli,2,1444.0,2.0,75.97
1273,Bhoganhalli,2,1205.0,2.0,64.47
1274,Bhoganhalli,2,1447.0,2.0,75.97
1275,Bhoganhalli,4,2439.0,5.0,170.0
1277,Bhoganhalli,2,1205.0,2.0,68.32
1278,Bhoganhalli,2,1260.0,2.0,69.9
1279,Bhoganhalli,4,2439.0,4.0,170.0
1280,Bhoganhalli,3,1707.0,3.0,115.0
1282,Bhoganhalli,2,970.0,2.0,52.5
1284,Bhoganhalli,2,1277.0,2.0,79.89
1286,Bhoganhalli,3,1703.0,3.0,120.0
1288,Billekahalli,2,1125.0,2.0,62.0
1290,Billekahalli,2,1090.0,2.0,52.0
1291,Billekahalli,2,1112.0,2.0,62.0
1292,Billekahalli,3,2400.0,3.0,150.0
